#X Y Z pseudosize
-0.034349896 -0.027285676 0.03936662 0.81175476
0.072975986 -0.1082911 -0.04182904 1.3224611
0.06308794 0.038617272 -0.031461608 0.58587945
-0.07170482 0.093723014 -0.024932476 3.9185221
-0.061365515 0.09386734 -0.03487386 1.9904386
0.1824053 -0.17784528 -0.07460486 1.7691504
0.3389072 -0.2972965 0.010815052 1.6305157
-0.04477298 0.05655293 -0.03275982 0.20959555
0.08658682 -0.09424641 0.02044293 0.53140503
0.010884544 -0.061029352 -0.033419825 2.038448
0.18803129 -0.2444179 -0.09714991 1.1185025
0.18261924 -0.23376028 -0.0312147 0.7585849
0.122208804 -0.1472597 -0.07056435 0.04786479
0.09579165 -0.10706297 0.027459776 0.17113216
0.11971381 -0.1046834 0.07714918 1.0766678
0.1987866 -0.17095616 0.02877711 0.10402166
-0.06944387 0.008187233 -0.019120332 1.891105
-0.045624234 0.100133464 0.029074686 1.8951042
-0.015685707 0.022541018 0.018232442 4.4372687
0.05771823 0.0061643273 -0.020668967 0.95075226
0.23560607 -0.16680495 -0.05762045 2.176343
-0.1357084 0.13392222 -0.047967765 0.44813493
-0.120460555 0.10942804 0.04624261 2.2095602
-0.018159904 0.027904745 0.06626012 0.57439846
0.06324369 -0.056513052 0.012804672 0.51148474
-0.24408278 0.24358514 -0.037267674 1.1705341
-0.0076993983 -0.008466651 0.04261507 1.9723136
-0.07083314 0.085028 0.016521953 1.17539
0.120302774 -0.13410185 -0.05313076 0.39322537
-0.22951217 0.24843694 -0.040980153 0.6831772
-0.116381556 0.12017251 -0.035039436 0.19955578
-0.1103493 0.17650121 0.069285065 0.6743348
-0.005159965 0.052072536 0.049948115 3.4552243
-0.046414945 0.04960038 -0.04563112 1.8386419
0.03998919 -0.08867324 -0.012516756 0.32055712
-0.055545025 0.037083495 -0.091038205 0.3003213
0.232039 -0.12780085 0.0301389 1.2348891
0.13816532 -0.119556665 -0.007319419 2.5192485
-0.1571557 0.12069982 -0.05486942 1.0889442
0.12466714 -0.10881062 0.008087022 1.8563792
0.101122506 -0.098932125 -0.10462946 0.9157947
-0.038058724 0.0436102 0.003610843 1.9217676
0.033087153 -0.04948327 -0.07505161 0.7356015
-0.0823371 0.16957906 0.04734625 1.3455822
0.0024645524 -0.0332224 0.03640969 0.87142205
-0.016716179 0.03635709 0.016189974 2.355667
-0.008837925 -3.616209E-4 -9.549314E-5 0.14500968
-0.038553447 0.019998036 0.017548142 1.4642196
0.018953176 -0.016422953 -0.033435877 0.007984892
0.123590246 -0.092233606 0.027809931 0.7939008
-0.041672077 0.051086158 -0.009709167 0.081737705
-0.28410804 0.23221196 0.05128848 2.380994
-0.21128578 0.18020163 0.00625353 4.084474
-0.11969771 0.11965172 -0.0080105215 0.20253006
0.16097268 -0.16084895 -0.003995133 0.7122125
0.05493378 -0.057070766 -0.0022523862 0.8364283
-0.117669895 0.15669252 -0.047657765 1.6668375
0.03889908 -0.04896321 0.029562373 2.4693997
0.22316833 -0.17676544 0.094515234 1.9418863
0.033952765 -0.011400437 -0.022227172 0.75472206
-0.023423076 0.08319741 -0.014074479 0.020968279
-0.05352925 0.067854516 0.028339272 3.298995
-0.077170536 0.013589155 0.058318235 1.816877
0.1317224 -0.14972645 -0.046445306 3.023401
0.21477525 -0.22521175 -0.037530746 0.30484003
0.21939003 -0.21004346 0.022856237 0.8161583
0.07759365 -0.062274087 0.002323407 0.4926524
0.013290549 -0.039231606 -0.027997246 1.7792886
-0.052318096 0.021437444 -0.06225337 1.1506436
0.12137596 -0.1386112 0.0132945655 0.19718201
-0.06226479 0.071613386 0.0058715697 0.82942533
0.06264138 -0.08610313 0.014387619 0.24997073
-0.1613082 0.1525614 0.09036081 0.6252291
-0.04226476 -0.012901876 0.025151256 0.8857314
-0.17159334 0.18002331 -0.06616078 0.48763502
-0.10611241 0.0982526 0.045779485 1.3975674
0.051226415 -0.093843184 -0.021471627 0.6747258
-0.1260131 0.117948145 0.009590621 2.0910273
0.19837815 -0.12847885 -0.018228792 0.7664393
-0.11834632 0.13606718 0.003802563 3.0323153
-0.25960284 0.23448761 0.039973658 1.9192094
0.18491837 -0.2682115 0.064871356 2.5696678
0.14685863 -0.15393308 0.05864933 2.359566
0.04762215 -0.14377606 -0.028962413 1.2038014
0.109186396 -0.08940921 0.05641019 0.45658347
0.10272701 -0.20285834 -0.007329263 0.08270641
0.027902242 -0.035946324 -0.0136667015 1.818628
-0.100635715 0.083707325 -0.01778989 2.6911662
-0.02326686 -0.03197323 0.042225216 2.110727
-0.09274566 0.12085675 0.014067515 1.3344082
-0.020924184 -0.030447476 -0.011256914 1.6621085
-0.0428841 0.03139424 0.029841335 0.3333259
-0.16415223 0.04829991 -0.053723104 1.036575
-0.04323959 0.111080445 0.08124352 1.6514797
-0.024878662 0.063933626 -0.011514285 1.3628078
0.03642276 -0.03361363 -0.024054242 1.9330385
-0.08872278 0.101979725 -0.037875313 1.0929601
-0.06820936 0.014591144 0.058376405 0.3350984
0.021085894 -0.03703366 -0.07164047 0.88081795
0.24426547 -0.27646482 -0.026332512 0.66048706
-0.17990033 0.116853915 0.08240045 1.881363
-0.061842687 0.10938443 -0.011845238 1.4482099
-0.12315452 0.115175925 -0.09864587 0.296379
0.115920365 -0.07429981 -0.05326661 1.2153926
-0.27055293 0.2787848 -0.0028555417 1.9159163
0.2226102 -0.20414945 -0.011279476 1.0737876
0.18184254 -0.16180192 0.0312243 1.3169461
0.09657511 -0.11013767 0.0063473852 0.9199231
0.07652382 -0.064112365 0.009703394 0.6129851
-0.12981516 0.13227637 -0.017203385 0.6310972
0.03476555 0.006039285 -0.03337224 1.0636232
-0.00210597 0.048923824 -0.030777507 0.30094025
0.39150202 -0.33512178 0.067073174 0.68476605
-0.18827134 0.15389448 -0.017184582 1.1655228
0.049354896 -0.07147534 0.0037949926 1.5185747
-0.17623767 0.11748268 0.0117501905 0.04362169
0.31555352 -0.32965583 0.042581197 0.02682351
0.104810104 -0.037390046 0.015323735 1.1181425
0.16687997 -0.18537883 0.03900298 1.213037
-0.071640834 0.113885164 -0.051709685 1.8083681
0.15850915 -0.21065567 -0.08411985 0.6116074
0.09795028 -0.012774639 -0.067054115 0.46129194
0.17271559 -0.19246048 -0.014652906 0.3847368
0.023527386 0.015680294 -0.0014583061 2.8736575
0.06871916 -0.026018871 0.0379203 1.5145413
0.24892259 -0.25848594 -0.023916246 1.1463579
-0.0044300444 -0.030393707 -0.13187042 1.0262057
0.029999703 -0.033548977 0.0069894693 0.08633439
-0.19546752 0.16287434 0.022833936 1.3691955
-0.08604307 0.061979175 -0.00555221 0.48142564
-0.019875228 0.026218101 -0.033261713 1.3940802
-0.23353717 0.19671893 0.07843169 0.5851574
0.013962096 -0.018361405 0.003774015 4.5390854
0.26176247 -0.24088311 0.027583696 0.34639996
0.051637817 -0.045255177 -0.018612888 0.742343
-0.40139627 0.38466793 0.017689975 2.1628232
0.20880908 -0.18773456 0.02708644 1.3475597
0.21776491 -0.31259695 0.039599344 0.56022936
0.073382564 -0.07582658 -0.016876677 2.6784298
0.12603638 -0.09432545 0.06527841 1.1929716
-0.07348939 0.026922317 -0.0040985597 4.3313756
-0.19776732 0.081854954 0.032159302 1.9191166
0.09732458 -0.05708991 -0.02402383 0.5346734
-0.029706417 -0.018293427 0.06778833 1.7153611
0.106769174 -0.09038774 -0.001351646 2.1015327
-0.09586038 0.16335674 -0.032866936 0.7184924
-0.002032748 0.009247991 0.018738275 0.5421751
-0.0542678 0.01630498 0.042101465 1.2559694
-0.111595884 0.010873228 0.014796531 0.96747065
-0.09491576 0.10570575 -0.011845515 0.4298732
-0.25722697 0.3224248 0.057450753 1.4310763
0.1320104 -0.06779081 0.050220564 0.4315746
-0.1800007 0.16033104 0.021811483 0.99309504
-0.20597446 0.1316867 0.010944413 0.006057307
0.019573616 -0.039778188 -0.031005628 0.867317
0.009466726 -0.00392301 -0.042181544 0.8788657
-0.026543014 0.009243203 0.040412147 2.9128585
-0.039185103 0.013734133 -0.0011049873 0.89572936
-0.016073301 -0.006250413 -0.03491712 2.3119724
0.021139791 0.020953353 0.064061336 0.16668893
0.018138018 0.024965905 -0.102374226 0.088577196
0.19501853 -0.20024762 -0.01269435 0.058064297
-0.059383675 0.053710245 -0.0024266248 2.1142728
-0.10382351 0.11284777 0.055952743 1.6702219
-0.079219826 0.13690445 0.0368115 1.3838803
-0.22905955 0.2184408 -0.01640963 0.40073353
-0.07895669 0.092298865 0.027557286 1.522308
-0.015964214 -0.009000758 0.012370838 2.057866
0.0690479 -0.0034317076 0.019507118 2.2740207
-0.08864924 0.07288301 -0.028550722 2.8292003
-0.08824356 0.024130136 0.02675943 1.1540868
0.102587834 -0.041432012 0.023795359 0.6697287
0.08364653 -0.07029292 0.0027666886 0.05993195
0.09661783 -0.035053536 -0.007629287 1.1008878
0.059229944 -0.06627145 -0.019112924 1.5945512
-0.25859216 0.24489771 0.03728123 0.057961933
-0.11622539 0.1025668 0.0653217 2.2063942
0.02183251 -0.088655844 0.05925074 1.9786037
-0.2133042 0.2630853 -0.027262604 0.9615149
0.09472635 -0.11041797 0.012084592 0.76657635
0.19996783 -0.25493738 0.018694863 0.05033376
-0.028778017 0.10666403 0.032055188 0.17691077
0.25350213 -0.18025824 0.069427304 1.4167206
0.021387681 -0.043262225 -4.2325346E-4 0.13164122
-0.07769806 0.09698228 0.08181481 2.7772264
0.22820628 -0.26395765 0.06980744 1.6296312
0.030969921 0.09639847 -0.087695196 0.15521805
-0.0590943 0.009587761 -0.0351477 0.9070246
-0.03427885 0.10914208 0.009052444 0.18790816
-0.095172524 0.049875475 -0.03056438 0.5558345
-0.21516748 0.25820524 -0.0043932158 1.2606025
0.114768356 -0.13583267 -0.033272557 0.16723196
-0.12560895 0.20256196 -0.009556845 1.8200896
0.01020078 -0.04873515 -0.009578209 2.6560135
-0.33836454 0.30720556 0.017287012 0.8571118
-0.05538195 0.035899837 -0.03941544 1.5890812
-0.2584697 0.2940237 -0.02494288 1.2417518
-0.031047763 0.088164166 0.04085845 0.7046288
-0.12592982 0.10767309 0.06585507 0.5976555
0.031692475 0.04533444 -0.0019163653 1.5040656
-0.10292893 0.038561765 -0.05140903 0.6672251
0.034564786 -0.07669986 0.0078057027 1.0877076
-0.11652984 0.12772533 -0.0010946163 0.2963815
-0.055836946 0.044903222 0.016737146 2.4004714
0.0893559 -0.0518329 0.031642076 1.2074673
0.03133343 -0.0058410093 0.01770773 1.9860709
0.020604659 -0.099860564 0.0073658074 0.37307096
0.113254145 -0.034601368 -0.0056404765 1.217658
0.056708638 -0.10282883 -0.025535038 0.70565003
-0.043300763 0.080800675 -0.02631396 0.96370935
-0.16159633 0.13060579 0.009111492 1.5434512
0.28786078 -0.226085 0.023325281 1.5342339
-0.06162983 0.07055108 0.026379235 1.181785
0.032711588 -0.046484996 -0.035888564 0.3191027
0.05714102 -0.14745432 -0.0030730679 1.0007887
0.07061837 -0.09652651 0.048078734 0.19647892
-0.0019786581 -0.02912955 -0.03862301 1.8910439
0.16454583 -0.18860929 0.04938605 1.0685743
-0.10397528 0.070818156 -0.017989332 0.5808162
0.06546401 -0.09205344 -0.050543 0.7457456
0.1766135 -0.12746215 0.0062590144 0.012134436
-0.1495829 0.15966794 0.014859919 1.0277735
0.26797152 -0.27208173 0.025440646 0.667347
0.094619125 -0.004895486 0.03186742 0.2340831
0.020672474 -0.08483353 0.032354463 0.46730703
-0.22296287 0.20087482 0.0796879 3.2176752
0.19536845 -0.16591887 -2.7078448E-4 0.5330151
0.1514121 -0.13948338 -0.05735054 1.7059056
0.022756822 0.009842114 0.01998556 2.797989
-0.08109408 0.07343536 -0.025104107 0.3543007
0.20112702 -0.17919163 -0.0130444765 0.36549333
-0.0789099 0.109191604 -0.08724509 1.6597456
0.04243323 -0.058598198 -0.06713314 1.8045012
-0.021630336 0.02276626 -0.046600133 0.18181126
0.08996623 -0.14102185 -0.0147426585 0.66406125
-0.1062998 0.06032913 -0.010964263 1.0444367
-0.09581985 0.09495352 -0.039382167 1.5697988
-0.29969138 0.28851527 -0.09510214 1.4439648
-0.06409129 0.046820365 -0.045723893 1.5619159
0.056324355 -0.070643425 0.0054285303 0.112642124
-0.3163103 0.30623996 -0.0051167174 2.4620032
0.13481733 -0.14972983 0.050339565 0.41013655
0.025670482 0.011542424 -0.081823766 0.92377734
0.022728309 -0.0067053763 0.060242306 0.28022563
-0.09178916 0.06549832 0.026935495 1.0309578
0.21652712 -0.21866882 -0.010468612 1.8643429
-0.13104014 0.10102638 -0.046827544 0.12984121
-0.2297489 0.2711515 0.008606654 0.9352221
-0.016707923 -0.024770804 -0.028287489 0.24564071
-0.23176886 0.19795674 0.056224454 1.5389704
0.011971207 -0.047814347 -0.08358341 1.1473081
0.14241332 -0.13076827 0.015479981 0.61956817
-0.030256057 0.028806103 -0.014328129 1.0618718
-0.04355589 0.035213865 -0.1032567 0.5097141
-0.085241884 0.01636634 0.043106917 1.3755771
-0.09586658 0.028117992 -0.067082904 1.2889634
-0.13146907 0.12364723 -0.01671934 1.1225188
-0.0051307497 -0.0031356136 -0.041202486 0.9556271
-0.15522707 0.089435264 -0.0038930993 2.5443864
-0.10484716 0.11093533 -4.99594E-5 0.26961866
0.16418597 -0.13143118 -0.017564489 1.1595002
-0.047712903 0.022413593 0.013419159 1.3691
-0.032526147 0.032600217 0.05125068 1.9683188
0.019786043 -0.014895383 0.0717538 0.17869955
-0.054935496 0.1746287 -0.063964896 1.3756275
-0.045534704 0.048868358 0.026806459 1.8750117
-0.2692294 0.17101115 -0.010990619 1.5626225
-0.059114236 0.051733702 0.038740974 2.1521456
0.13047598 -0.11349868 -0.0039427225 2.2659981
-0.08913622 0.1378193 -0.05660961 2.2623458
0.15372989 -0.15726408 0.020008456 1.5053142
-0.0052218977 0.059995912 0.07516819 1.4940268
-0.19811319 0.27892202 -0.063029215 1.7301476
0.074235305 -0.14488058 0.0070205955 1.8692068
0.1591481 -0.18845025 -0.07508496 1.2848842
0.15868644 -0.13284062 -0.0015151211 0.04503975
-0.049831726 1.3002567E-4 -0.03681006 2.6117587
0.13483855 -0.15930948 -0.055063322 0.54130334
-0.121909186 0.25260934 0.029188184 0.9175225
-0.10239891 0.06716254 -0.04964282 1.5572349
0.009073472 -0.027105171 0.022857882 0.06912893
0.12651981 -0.1395015 0.006825182 1.4001309
-0.038197514 0.034292173 -0.05366188 0.9761754
0.09192941 -0.023748152 -0.004289365 1.7420594
0.1615362 -0.2027376 0.007871504 0.9888173
0.17377205 -0.2013822 0.05905438 0.43316546
0.14333339 -0.08615241 0.004722643 1.194398
-0.060007155 0.027227575 0.0046664733 0.37355092
0.037334137 -0.03544735 0.052080825 0.7014372
0.14826086 -0.115333565 0.013517715 1.9459817
0.2107647 -0.1639081 -0.034598798 0.73112583
-0.13933648 0.110459 -0.10873298 2.5148132
0.20603575 -0.16960005 0.019400498 3.61633
0.01211605 -0.053947605 0.0016224707 0.20581838
-0.26107353 0.23442523 -0.024055209 0.059805546
-0.28448308 0.24747443 0.01234694 2.467823
0.14037277 -0.11341392 -0.009419494 0.5033914
-0.04197713 0.059794918 -0.011657606 1.7638198
0.015751861 0.05644447 0.050755657 0.7899767
0.026093248 0.042087555 -0.015006895 0.8488535
-0.039753888 -0.035882447 -0.0156472 3.7776005
-0.106257655 0.07696717 -0.052279625 2.5322037
-0.068892986 0.073778406 -7.619515E-4 0.039433237
0.10325123 -0.09876434 0.07529098 1.0886613
-0.10597442 0.092937 -0.0063356357 1.0832554
-0.07662346 0.15364319 -0.033855062 2.0204268
-0.26692078 0.20892642 -0.025575286 1.5777973
-0.050886683 0.0018094629 -0.040151335 2.5855577
0.17968059 -0.19430453 0.07483047 3.6719923
0.0979173 -0.09342328 0.012105693 1.2539951
-0.02853513 -0.057221286 -0.07907722 2.64682
-0.004061428 0.03202171 -0.05464526 0.38215676
-0.03745707 0.025473632 -0.011936376 3.1797488
0.0627432 -0.12347143 0.02742023 2.8019145
-0.07027423 0.06605414 -0.0028410917 1.433228
-0.13169631 0.119574554 -0.002120451 0.95553577
-0.016013196 -0.015542071 -0.017411826 0.18085624
-0.14316893 0.18981956 0.028264236 0.9584483
-0.08834803 -0.0040933043 0.01773766 0.39371783
0.092707396 5.4207444E-4 -0.022912782 0.1863878
-0.05914627 0.12428607 0.03111728 2.3689816
-0.0735527 0.03759572 -0.00818679 2.7244692
0.109212436 -0.12463958 0.043527067 2.012259
0.014732984 0.012174259 0.061623875 0.104886934
0.054917723 -0.1527774 -0.0014537863 1.8393332
0.09453863 -0.12534544 0.08415412 0.6462384
0.1709472 -0.13413009 0.01276382 2.278941
0.034490984 -0.01825001 -0.03128339 1.0970492
0.008915324 -0.023204774 -0.017815549 4.062614
0.11508546 -0.1433361 -0.023983972 2.2695243
-0.0023013665 0.00867763 -0.06699 1.517754
0.10375272 -0.085317306 -0.04052353 1.1548275
0.07720232 -0.05280808 -0.05017238 0.16664696
0.0145306885 -0.01214318 -0.023569448 1.6020776
-0.21742925 0.22879668 0.08935452 1.7076119
0.1536898 -0.21239294 -0.03183847 1.8489106
0.11618891 -0.1269081 0.03139848 1.3470299
-0.17323221 0.25160375 0.0043621007 0.40657663
0.07281225 0.026289938 -0.013745751 1.4260606
0.32044962 -0.25302395 -0.002611868 3.2140896
-0.08907127 0.050971165 0.029895555 0.9324593
-0.2095944 0.19752482 -0.017152738 0.40235943
-0.13012394 0.12199754 -0.009737434 0.085271485
-0.040187325 0.04554594 -0.07799918 1.2600142
0.18177597 -0.0625482 0.0124863675 1.734629
-0.076436795 0.17325938 -0.07090564 1.2360029
-0.08016032 0.045683682 0.07622578 0.81226665
0.052333154 0.024820626 0.052068193 3.0719838
0.095045514 -0.113829896 -0.014463209 1.2870965
0.12498189 -0.12600136 -0.07195973 0.5781592
0.007913455 0.045096677 0.0015248535 0.1720968
-0.036470503 -0.013790443 0.010337949 1.0989863
0.03804608 -0.07872588 -0.07347595 1.9495957
-0.023857486 0.021376062 0.0979357 1.1032454
-0.045278512 0.018312637 -0.020353487 0.7953724
-0.11790781 0.1527186 -0.01019665 0.6060096
0.011055559 0.009549249 0.001421411 0.25578013
-0.07048799 0.103392676 -0.026260015 0.64219624
-0.15123495 0.17235477 -0.05303576 1.1152027
0.0060791215 0.022131696 -0.072142005 0.032344956
-0.11067651 0.045474954 -0.031348243 0.16424857
0.18521379 -0.2005932 5.8431504E-4 0.044657134
0.025535136 -0.022502609 0.017283155 2.0520756
0.112088814 -0.10293978 -0.05761234 1.5682659
-0.08046406 0.07232396 0.008657612 1.6718876
0.1259483 -0.08808145 -0.053656768 2.8120873
-0.14942758 0.090234205 0.043933444 3.7378194
0.09179763 -0.09077373 0.041927703 1.8815539
0.064593405 -7.558279E-4 -0.0069961287 0.868303
0.05815161 0.0023714006 0.027565084 0.589985
-0.061122965 0.08953196 -0.014746379 0.05323444
-0.090762146 0.09705908 -0.04097558 0.11911926
-0.16473092 0.18226479 -2.541907E-4 1.0655088
0.16863982 -0.07763412 0.07148451 0.04838067
-0.16022289 0.20351636 -0.027565729 1.4199665
-0.19425705 0.16569397 0.011479671 0.55089176
0.1281887 -0.0978098 0.01519834 0.55258834
0.0038076136 -0.048669577 -0.02193338 0.26816568
-0.006676104 0.04161519 -0.002474089 0.90544885
0.15166256 -0.09540238 0.020420253 1.9690982
0.09864067 -0.06857319 -0.012827643 0.33310872
-0.016060282 0.013643977 0.0073480653 1.6775639
-0.1391176 0.116014905 0.049232293 2.1250424
-0.10505957 0.15012912 0.026300935 1.1622027
-0.13275129 0.10468636 -0.038376823 0.2203593
0.07956369 -0.03909348 0.0035091038 0.29911426
-0.10551004 0.1392365 -0.0071521876 1.6185399
0.013920292 0.010171172 0.029163728 0.8289053
0.016453177 0.0076705776 -0.053219385 1.5790632
-0.04047115 0.0044760536 0.021315528 2.1355648
0.07927178 -0.025246916 0.03948217 2.7142272
0.123323336 -0.20036936 -0.042229332 2.7207732
-0.019168422 0.020160832 0.052518956 0.3993458
-0.13733752 0.15861073 -0.030034436 0.37915295
0.05606192 -0.058890723 -0.08364212 0.043858957
0.023774646 0.018272486 -0.0042463797 1.6782718
-0.3773121 0.45999512 0.043684714 0.87438345
0.0041968073 -0.0028782028 0.038603537 3.0815992
-0.10687518 0.12485969 -0.07264887 1.3411267
-0.2179403 0.18233255 -0.045647025 0.33030725
-0.050926443 0.044703156 -0.060505155 0.28651285
-0.27630422 0.29603836 -0.019070165 0.9969677
0.20212361 -0.1599248 -0.04801932 0.25597835
-0.17109846 0.12937441 -0.03750353 2.9844556
-0.034002487 0.030005954 -0.07496909 1.0385097
0.047014207 -0.010607231 -0.064705655 0.24422687
-0.073690385 0.12034601 0.05109092 2.8826292
0.034854665 0.01934542 -0.021593072 1.1280247
0.15576579 -0.03520039 0.14978322 0.04011194
0.2027267 -0.164463 0.021960638 0.26158226
0.0020372095 -0.0208161 -0.0011130719 0.87355435
-0.05267617 0.026715973 0.016280612 0.5685045
-0.21987507 0.19915566 -0.03623514 0.3702557
-0.042006332 0.010466881 -0.037194777 1.4290004
0.13835712 -0.12709671 0.021793935 0.9606799
-0.17586194 0.17601499 -0.024270637 0.040851865
-0.05558559 0.12596892 -0.029093416 1.4814053
-0.087254316 0.06919076 0.08604212 0.55011
-0.12858084 0.16280894 0.042666167 0.36950648
-0.102571554 0.09202395 0.010386046 2.5096858
-7.329192E-4 0.045240857 -0.02669666 0.8185103
-0.09016756 0.08258705 0.033543296 0.19746147
-0.085621625 0.07297433 0.026418472 0.900855
